source,stage,timestamp_ms,chunk_index,source_position_sec,audio_bytes
backend,audio_received,54061.20,180,54.000,9600
backend,audio_to_riva,54061.58,180,54.000,9600
backend,audio_from_riva,54199.82,-1,0.000,32694
client,audio_received,54205.81,20,42.632,32694
backend,audio_sent_to_client,54206.32,-1,0.000,32694
client,chunk_sent,54355.48,181,54.300,9600
backend,audio_received,54361.12,181,54.300,9600
backend,audio_to_riva,54361.49,181,54.300,9600
client,chunk_sent,54655.64,182,54.600,9600
backend,audio_received,54661.57,182,54.600,9600
backend,audio_to_riva,54661.89,182,54.600,9600
client,chunk_sent,54956.15,183,54.900,9600
backend,audio_received,54961.93,183,54.900,9600
backend,audio_to_riva,54962.26,183,54.900,9600
client,chunk_sent,55255.25,184,55.200,9600
backend,audio_received,55261.10,184,55.200,9600
backend,audio_to_riva,55261.45,184,55.200,9600
client,chunk_sent,55555.41,185,55.500,9600
backend,audio_received,55561.26,185,55.500,9600
backend,audio_to_riva,55561.61,185,55.500,9600
client,chunk_sent,55855.69,186,55.800,9600
backend,audio_received,55861.60,186,55.800,9600
backend,audio_to_riva,55861.92,186,55.800,9600
client,chunk_sent,56155.83,187,56.100,9600
backend,audio_received,56161.46,187,56.100,9600
backend,audio_to_riva,56161.79,187,56.100,9600
client,chunk_sent,56455.97,188,56.400,9600
backend,audio_received,56461.57,188,56.400,9600
backend,audio_to_riva,56461.93,188,56.400,9600
client,chunk_sent,56755.25,189,56.700,9600
backend,audio_received,56760.51,189,56.700,9600
backend,audio_to_riva,56760.82,189,56.700,9600
client,chunk_sent,57055.08,190,57.000,9600
backend,audio_received,57060.74,190,57.000,9600
backend,audio_to_riva,57061.08,190,57.000,9600
client,chunk_sent,57356.09,191,57.300,9600
backend,audio_received,57361.74,191,57.300,9600
backend,audio_to_riva,57362.07,191,57.300,9600
client,chunk_sent,57656.17,192,57.600,9600
backend,audio_received,57661.82,192,57.600,9600
backend,audio_to_riva,57662.13,192,57.600,9600
client,chunk_sent,57955.30,193,57.900,9600
backend,audio_received,57960.81,193,57.900,9600
backend,audio_to_riva,57961.12,193,57.900,9600
client,chunk_sent,58255.44,194,58.200,9600
backend,audio_received,58260.91,194,58.200,9600
backend,audio_to_riva,58261.23,194,58.200,9600
client,chunk_sent,58555.67,195,58.500,9600
backend,audio_received,58561.52,195,58.500,9600
backend,audio_to_riva,58561.86,195,58.500,9600
client,chunk_sent,58855.81,196,58.800,9600
backend,audio_received,58861.29,196,58.800,9600
backend,audio_to_riva,58861.69,196,58.800,9600
client,chunk_sent,59155.76,197,59.100,9600
backend,audio_received,59160.46,197,59.100,9600
backend,audio_to_riva,59160.79,197,59.100,9600
backend,audio_from_riva,59366.59,-1,0.000,111456
backend,audio_sent_to_client,59388.56,-1,0.000,111456
client,audio_received,59390.28,21,46.115,111456
client,chunk_sent,59455.82,198,59.400,9600
backend,audio_received,59461.68,198,59.400,9600
backend,audio_to_riva,59462.02,198,59.400,9600
client,chunk_sent,59756.05,199,59.700,9600
backend,audio_received,59761.77,199,59.700,9600
backend,audio_to_riva,59762.11,199,59.700,9600
client,input_ended,60056.53,200,60.000,0
backend,audio_from_riva,61343.94,-1,0.000,133748
backend,audio_sent_to_client,61369.67,-1,0.000,133748
client,audio_received,61372.22,22,50.295,133748
